emp_no,first_name,last_name,title,from_date,to_date
229282,Alois,Massonet,Engineer,1989-03-22,1994-03-22
229284,Kensei,Kohling,Staff,1987-06-16,1996-04-13
229327,Tsuneo,Baaleh,Senior Staff,1998-05-08,9999-01-01
229367,Oscar,Katzenelson,Senior Staff,1991-03-14,9999-01-01
229370,Mabry,Schwabacher,Technique Leader,1987-11-19,2000-03-24
229373,Ute,Tagansky,Staff,1999-01-04,9999-01-01
229420,Takahito,Stentiford,Senior Staff,1996-12-05,9999-01-01
229442,Hatim,Matteis,Engineer,1996-04-19,9999-01-01
229448,Dipankar,Chachaty,Engineer,1997-05-08,1998-03-28
229449,Poornachandra,Valtorta,Engineer,1997-10-19,9999-01-01
229483,Hauke,Zucker,Staff,1995-02-20,9999-01-01
229497,Dekang,Bach,Staff,1996-08-16,9999-01-01
229498,Jagoda,Molberg,Engineer,1987-01-02,1987-07-19
229526,Macha,Koprowski,Staff,1994-08-23,9999-01-01
229539,Torsten,Kawashima,Senior Staff,1993-04-28,9999-01-01
229544,Heon,Panangaden,Staff,1994-02-03,1999-07-09
229546,Larisa,Krohm,Assistant Engineer,1986-05-08,1992-05-07
229557,Pintsang,Albarhamtoshy,Senior Staff,1996-11-27,2002-01-17
229579,Reinhard,Aumann,Engineer,1988-02-07,1996-02-07
229664,Rafail,Nanard,Staff,1998-06-12,9999-01-01
229686,Leni,Piazza,Technique Leader,1986-02-22,9999-01-01
229742,Aran,Lundstrom,Assistant Engineer,1988-05-03,1996-05-03
229750,Tommaso,Feldmann,Senior Engineer,1994-09-12,9999-01-01
229771,Mayumi,Buescher,Staff,1996-11-23,9999-01-01
229775,Luisa,Serot,Senior Staff,1997-04-04,2000-04-29
229789,Feipei,Baby,Senior Staff,1999-07-23,9999-01-01
229832,Tonia,Ozeki,Senior Staff,1998-12-18,9999-01-01
229839,Bojan,Kermarrec,Engineer,1986-10-11,1992-10-10
229846,Ibibia,Melton,Senior Engineer,1999-06-10,9999-01-01
229872,Bojan,Fujisawa,Engineer,1990-07-18,1999-07-18
229875,Indrajit,Staelin,Senior Staff,2000-01-18,9999-01-01
229899,Genevieve,Lund,Staff,1999-10-26,9999-01-01
229914,Nagui,Back,Senior Staff,1998-11-18,9999-01-01
229931,Perry,Mikschl,Technique Leader,1997-12-18,9999-01-01
229937,Huiqun,Butner,Senior Staff,1994-02-02,9999-01-01
229954,Rajmohan,Lunn,Senior Staff,1999-10-07,9999-01-01
230005,Ghassan,Seiwald,Engineer,1990-10-27,1996-10-26
230008,Sajjan,Angelopoulos,Senior Staff,1994-02-11,9999-01-01
230012,Falguni,Rusmann,Senior Staff,1991-10-16,2001-10-08
230022,Xuedong,Skogmar,Staff,1996-03-21,9999-01-01
230037,Jamaludin,Markovitch,Engineer,1991-09-15,1996-09-14
230047,Yucai,Jullig,Senior Staff,1988-11-17,9999-01-01
230078,Aimee,Acton,Senior Engineer,1998-12-10,9999-01-01
230097,Weicheng,Kaminger,Senior Staff,1996-03-12,2001-01-12
230102,Toong,Lamba,Staff,1987-07-06,1992-10-25
230121,Zhonghui,Kornatzky,Engineer,1996-07-31,9999-01-01
230160,Bojan,Pagter,Senior Staff,1999-03-19,9999-01-01
230162,Itzchak,Ramsay,Senior Engineer,1985-08-01,1993-11-19
230182,Urs,Ruemmler,Engineer,1988-01-29,1994-01-28
230192,Oddvar,Mandelberg,Engineer,1989-06-13,1998-06-13
230205,DAIDA,Kilgour,Assistant Engineer,1994-07-05,1999-07-05
230224,Duri,Kusalik,Staff,1996-05-10,9999-01-01
230227,IEEE,Hegner,Assistant Engineer,1991-03-30,1997-06-20
230235,Divier,Sundgren,Engineer,1996-12-20,9999-01-01
230238,Woody,Chiodo,Engineer,1997-11-24,9999-01-01
230277,Kaijung,Thambidurai,Senior Staff,1995-01-26,9999-01-01
230288,Atreyi,Erdmenger,Senior Engineer,1986-05-09,1992-03-19
230296,Uzi,Makinen,Engineer,1988-02-06,1994-02-05
230320,Tomofumi,Chimia,Staff,1988-09-18,1992-03-30
230321,Gunilla,Alencar,Senior Staff,1998-10-01,9999-01-01
230329,Jeanna,Murtagh,Senior Engineer,1991-04-29,9999-01-01
230366,Zvonko,Schueller,Engineer,1989-10-17,1997-05-25
230378,Brigham,Babu,Senior Staff,1994-11-15,9999-01-01
230409,Rosli,Karlin,Technique Leader,1995-03-12,9999-01-01
230419,Mona,Comte,Senior Engineer,1986-03-30,9999-01-01
230458,Peer,Laventhal,Senior Staff,1995-10-04,9999-01-01
230465,Sajjan,Coullard,Engineer,1988-05-20,1995-05-21
230468,Takahito,Zweizig,Assistant Engineer,1985-03-01,1990-03-01
230473,Angel,Vandervoorde,Engineer,1994-07-30,2001-07-30
230496,Tomokazu,Gips,Engineer,1986-09-08,1992-09-07
230497,Heeju,Randi,Staff,1994-07-19,9999-01-01
230523,Gaurav,Portugali,Technique Leader,1993-09-23,9999-01-01
230548,Jinxi,Menyhert,Staff,1987-02-04,1988-07-26
230550,Jessie,Vitiello,Staff,1995-11-07,1997-02-05
230562,Ymte,Loncour,Staff,1996-11-17,9999-01-01
230567,Mabry,Sevcikova,Engineer,1999-06-14,9999-01-01
230572,Sudhanshu,Gulak,Senior Staff,1993-07-29,1999-08-22
230594,Basim,Cyne,Engineer,1989-07-20,1997-07-20
230605,Thanasis,Dratva,Senior Staff,1990-03-11,1993-11-10
230616,Paloma,Pluym,Engineer,1985-08-28,1990-08-28
230644,Tiina,Sooriamurthi,Staff,1994-12-04,9999-01-01
230649,Lidong,Hennebert,Senior Staff,1989-11-08,9999-01-01
230659,Utz,Trachtenberg,Assistant Engineer,1996-08-29,2001-08-29
230668,Kamran,Matzat,Staff,1996-03-18,1997-02-15
230676,Yefim,Krzyzanowski,Engineer,1999-06-20,2000-05-08
230698,Vishu,Staelin,Senior Staff,2001-12-18,9999-01-01
230707,Tesuro,Verhoeff,Engineer,1993-12-09,2001-12-09
230714,Maha,Suessmith,Senior Staff,1998-05-02,9999-01-01
230723,Shimshon,Portugali,Senior Staff,1993-05-21,9999-01-01
230728,Mariangiola,Mansanne,Assistant Engineer,1996-08-13,9999-01-01
230730,Djelloul,Furedi,Senior Staff,1997-05-10,2000-11-30
230737,Hsiangchu,Hagimont,Engineer,1985-07-15,1992-07-15
230739,Tze,Kalorkoti,Assistant Engineer,1992-11-14,2000-11-14
230750,Magy,Vigier,Senior Staff,1994-12-12,9999-01-01
230768,Kerryn,Luit,Technique Leader,1985-07-11,1993-08-20
230795,Remko,Picaronny,Technique Leader,1993-09-15,1999-11-21
230801,Giao,Engberts,Senior Staff,1995-10-23,9999-01-01
230807,Faiza,Mitzlaff,Senior Staff,1998-01-13,9999-01-01
230848,Michaela,Oxenboll,Senior Engineer,1986-02-06,9999-01-01
230851,Bernd,Henders,Engineer,1993-03-15,1999-03-15
230859,Jaques,Cichocki,Senior Engineer,1985-10-07,9999-01-01
230874,Kazuhiro,Marshall,Senior Staff,1995-08-23,9999-01-01
230883,Pradeep,Kawashima,Senior Staff,1988-10-20,9999-01-01
230885,Gila,Zhiwei,Engineer,1986-07-02,1995-07-02
230916,Lena,Bale,Senior Staff,1997-10-30,9999-01-01
230921,Yongqiao,Gruenwald,Engineer,1998-07-08,9999-01-01
230931,Petter,Hoppenstand,Engineer,1997-03-05,9999-01-01
230936,Ravishankar,Foong,Engineer,1997-11-28,1998-06-29
230946,Tamiya,Taubenfeld,Senior Staff,1996-05-18,9999-01-01
230953,Mana,Murrill,Engineer,1994-06-03,2001-06-03
230958,Krisda,Bade,Engineer,1986-12-09,1992-12-08
230984,Odinaldo,Itzigehl,Senior Engineer,1985-10-31,9999-01-01
231000,Surveyors,Krzyzanowski,Senior Staff,1997-02-08,9999-01-01
231006,Gill,Delgrossi,Senior Staff,1993-12-13,9999-01-01
231009,Shigenori,Furudate,Engineer,1997-12-09,1998-05-10
231012,Dines,Luiz,Senior Staff,1999-12-01,9999-01-01
231024,Marit,Wendorf,Staff,1995-08-18,9999-01-01
231037,Mostafa,Vieth,Senior Staff,1990-12-17,9999-01-01
231040,Heekeun,Liesche,Staff,1998-03-11,9999-01-01
231042,Luigi,Christ,Staff,1998-09-26,2001-04-25
231050,Shim,Narwekar,Senior Engineer,1996-12-17,9999-01-01
231051,Bodh,Parfitt,Senior Staff,2002-04-18,9999-01-01
231084,Ennio,Perly,Staff,1999-03-04,9999-01-01
231099,Fumiko,Vrecion,Senior Staff,1998-10-28,9999-01-01
231109,Adamantios,Vickson,Assistant Engineer,1993-01-28,1997-07-25
231110,Kiyomitsu,Sidou,Senior Staff,2000-09-25,9999-01-01
231122,Jeane,Baik,Senior Engineer,1986-11-01,9999-01-01
231131,Aimee,Rajaraman,Engineer,1996-03-26,9999-01-01
231144,Pradeep,Simmen,Senior Staff,1992-04-24,9999-01-01
231146,Kazuhira,Ebeling,Engineer,1997-05-29,2002-05-29
231163,Emran,Dechter,Senior Staff,1995-02-01,9999-01-01
231178,Gennady,Highland,Senior Staff,1991-09-27,9999-01-01
231185,Shimshon,Uludag,Senior Staff,2001-01-02,9999-01-01
231215,Jovan,Bierbaum,Senior Staff,2001-05-21,9999-01-01
231234,Xuedong,Borovoy,Senior Engineer,1995-07-05,9999-01-01
231236,Guadalupe,Iisaka,Engineer,1988-12-04,1994-12-04
231244,Percy,Cummings,Engineer,1994-12-31,9999-01-01
231261,Rosalie,Koyama,Engineer,1988-02-15,1995-07-05
231278,LiMin,Papadias,Engineer,1986-02-19,1995-02-19
231284,Luigi,Antonakopoulos,Staff,1998-04-27,9999-01-01
231302,Prasadram,Navazio,Senior Staff,1995-07-04,2000-08-04
231307,Thanasis,Claffy,Staff,1997-05-15,2001-02-25
231329,Kinh,Onuegbe,Assistant Engineer,1998-03-24,9999-01-01
231341,Kazuhide,Keirsey,Staff,1997-05-18,1997-10-24
231347,Kiam,Thimonier,Senior Engineer,1994-09-09,9999-01-01
231372,Khatoun,Koblick,Staff,1997-08-20,9999-01-01
231417,Arfst,Breugel,Engineer,1990-04-10,1998-04-10
231461,Aiichiro,Sidje,Engineer,1995-03-04,1996-09-14
231478,Sumant,Suppi,Engineer,1986-10-18,1991-01-23
231499,Inderjeet,Perly,Staff,1995-01-23,9999-01-01
231516,Jinya,Farrag,Senior Staff,1996-05-18,9999-01-01
231549,Yahiko,Renear,Engineer,1989-12-10,1995-12-10
231557,Janche,Griswold,Engineer,1985-04-26,1993-04-26
231563,Khosrow,Rijckaert,Staff,1999-01-30,9999-01-01
231567,Ravishankar,Ohori,Engineer,1995-07-28,2001-07-27
231571,Lena,Broomell,Senior Staff,1995-08-01,9999-01-01
231578,Taiji,Barvinok,Staff,1996-12-20,9999-01-01
231588,Insup,Biron,Engineer,1996-02-24,9999-01-01
231610,Shakhar,Mattern,Senior Staff,1985-05-14,1995-10-04
231639,Boriana,Kropp,Senior Engineer,1990-10-03,9999-01-01
231665,Gita,Cullers,Senior Engineer,1994-04-04,9999-01-01
231667,Rimon,Porenta,Senior Staff,1998-09-20,9999-01-01
231699,Subhankar,Murtha,Senior Staff,1999-07-24,9999-01-01
231717,Bedir,Puoti,Assistant Engineer,1986-07-12,1994-07-12
231746,Jaber,Gist,Staff,1997-09-12,9999-01-01
231751,Van,Lunn,Senior Staff,1992-11-25,9999-01-01
231839,Sudhanshu,Gecsei,Engineer,1991-02-11,1993-01-02
231856,Suzette,Remmele,Engineer,1995-11-09,9999-01-01
231857,Breannda,Erev,Staff,2000-01-08,9999-01-01
231905,Hugo,Comellas,Engineer,1992-10-10,2001-10-10
231909,Torsten,Nicolson,Staff,1995-01-01,1996-03-29
231918,Ger,Naumovich,Engineer,1986-10-10,1991-10-10
231919,Sanjit,Lamma,Engineer,1987-05-13,1993-05-12
231959,Adib,Hatcliff,Senior Staff,2001-05-06,9999-01-01
231968,Elrique,Mapelli,Engineer,1985-06-18,1994-06-18
231981,Ekawit,Zedlitz,Engineer,1994-05-20,1999-05-20
231994,Hideyuki,Hagimont,Engineer,1988-01-08,1993-01-07
231996,Aleksander,Peng,Senior Engineer,1993-02-20,9999-01-01
232010,Neelam,Farris,Engineer,1997-01-10,2002-01-10
232031,Zvonko,Alpay,Engineer,1987-02-21,1995-02-21
232038,Ennio,Bach,Engineer,1985-12-02,1991-12-02
232058,Shigeichiro,Pehl,Engineer,1988-05-10,1996-05-10
232062,Sham,Salinas,Staff,1997-03-17,9999-01-01
232064,Kwok,Collette,Engineer,1996-08-07,9999-01-01
232082,Kiyokazu,Copas,Engineer,1995-05-04,9999-01-01
232090,Szabolcs,Gustavson,Engineer,1986-07-21,1991-07-21
232107,Boutros,Baby,Engineer,1995-04-06,2001-04-05
232127,Jamaludin,Hanabata,Engineer,1997-02-04,9999-01-01
232156,Rafail,Cherinka,Staff,1986-04-29,1987-05-02
232180,Mabry,Lorys,Engineer,1992-10-28,1999-10-29
232185,Lillian,Mandelberg,Engineer,1998-06-17,1999-03-06
232203,Shaowei,Pollock,Technique Leader,1985-04-28,9999-01-01
232204,Mamdouh,Zastre,Staff,1997-11-04,9999-01-01
232220,Zengping,Hettesheimer,Senior Engineer,1995-11-19,9999-01-01
232230,Gay,Steinauer,Senior Staff,2000-03-16,9999-01-01
232238,Piyawadee,Fiutem,Engineer,1987-10-31,1994-08-09
232255,Mariangiola,Callaway,Senior Staff,1997-06-12,9999-01-01
232278,Xiping,Tempesti,Senior Staff,1998-01-16,9999-01-01
232289,Fun,Farrag,Engineer,1996-01-28,2002-01-27
232291,Gila,Desikan,Technique Leader,1998-05-16,9999-01-01
232294,Arie,Klerer,Engineer,1986-05-25,1992-05-24
232298,Bader,Tempesti,Technique Leader,1988-03-02,9999-01-01
232333,Irene,Isaak,Engineer,1998-01-14,9999-01-01
232340,Gaetan,Marciano,Engineer,1997-06-11,9999-01-01
232348,Thanasis,Bernick,Senior Staff,1995-10-06,9999-01-01
232359,Troy,Chepyzhov,Engineer,1994-12-12,2000-12-11
232373,Marsha,Lowrie,Senior Staff,1999-05-29,9999-01-01
232379,Hatsukazu,Fandrianto,Senior Staff,1999-06-12,9999-01-01
232413,Claude,Suri,Engineer,1990-08-02,1997-08-02
232419,Zhonghua,Leslie,Engineer,1993-07-27,2001-07-27
232485,Margo,Denti,Engineer,1990-04-04,1997-04-03
232503,Goa,Camurati,Engineer,1993-11-08,1998-11-08
232510,Xiaobin,Hemaspaandra,Staff,1995-01-19,9999-01-01
232534,Dulce,Dulin,Staff,1998-04-27,9999-01-01
232546,Utpal,Ratzlaff,Staff,1996-01-23,2001-08-09
232559,Ramya,Vernadat,Senior Staff,1992-08-11,9999-01-01
232564,Vishu,Trachtenberg,Engineer,1988-10-26,1995-10-27
232590,Eldridge,Prochazka,Senior Staff,1999-08-01,9999-01-01
232594,Wuxu,Bardell,Engineer,1989-12-26,1998-12-26
232599,Haldon,Kropf,Senior Staff,1992-05-10,9999-01-01
232613,Uwe,Butner,Senior Engineer,1999-10-23,9999-01-01
232632,Brewster,Radhakrishnan,Senior Engineer,1985-08-29,9999-01-01
232635,Yefim,Pell,Senior Engineer,1987-11-10,1994-09-12
232643,Samphel,Casperson,Assistant Engineer,1997-09-07,9999-01-01
232666,Jordanka,Litvinov,Senior Engineer,1998-12-09,2001-11-17
232690,Mikhail,Ranon,Staff,1990-01-08,1997-04-20
232691,Rutger,Brookner,Technique Leader,1987-03-02,1987-09-29
232749,Jolita,Basart,Assistant Engineer,1997-09-19,9999-01-01
232777,Valery,Lanphier,Senior Engineer,1997-01-24,9999-01-01
232791,Khedija,Haraldson,Engineer,1997-10-20,9999-01-01
232799,Berna,Erbe,Senior Staff,1997-08-05,2001-02-07
232801,Krassimir,Legleitner,Staff,1994-11-11,1996-07-15
232813,Chandrasekaran,Breugel,Engineer,1985-11-29,1992-11-29
232818,Sreenivas,Peck,Engineer,1994-09-15,9999-01-01
232824,Yishai,Rebaine,Engineer,1997-05-02,9999-01-01
232834,Chinhyun,Poehlman,Engineer,1987-11-01,1994-11-01
232856,Filipp,Gulik,Engineer,1985-06-26,1991-03-25
232857,Ebbe,Swiss,Senior Staff,1992-12-03,9999-01-01
232860,Mansur,Marrakchi,Engineer,1985-05-28,1991-05-28
232881,Youjian,Emmerich,Senior Engineer,1985-09-30,1987-01-02
232889,Oscal,Yetim,Senior Staff,1996-03-11,1998-07-23
232892,Yucai,Matzat,Senior Staff,1997-12-26,9999-01-01
232893,Arif,Leonhardt,Engineer,1986-06-19,1995-06-19
232922,Chinhyun,Shobatake,Staff,1996-10-27,9999-01-01
232924,Hairong,Bierman,Senior Staff,2001-06-01,9999-01-01
232952,Pranjal,Einsfeld,Senior Staff,2002-03-09,9999-01-01
232972,Tianruo,Impagliazzo,Senior Staff,1996-02-02,9999-01-01
232976,Premsyl,Narahara,Engineer,1992-12-18,1998-12-18
232979,Florian,Tagansky,Engineer,1996-01-28,9999-01-01
232985,Vivian,Curless,Senior Engineer,1997-05-04,9999-01-01
233022,Adam,Bisiani,Senior Engineer,1988-05-28,9999-01-01
233032,Qingxiang,Velardi,Engineer,1989-08-28,1996-08-28
233040,Terresa,Weedon,Assistant Engineer,1986-01-13,1992-01-13
233060,Indrajit,Serre,Staff,1997-01-29,9999-01-01
233071,LiMin,Crouzet,Engineer,1999-02-17,1999-09-03
233077,JoAnna,Georgatos,Senior Staff,1990-03-31,9999-01-01
233079,Genta,Stranks,Senior Staff,2001-01-11,9999-01-01
233118,Fusako,Otillio,Engineer,1987-01-22,1994-01-22
233153,Huan,Brodie,Staff,1995-12-05,1996-05-16
233171,Jinya,Moffat,Staff,1995-04-14,1995-06-24
233196,Masoud,Bottner,Staff,1993-08-30,1997-02-09
233212,Kazuhiro,Yurov,Senior Staff,1999-05-16,9999-01-01
233244,Sibyl,Baik,Engineer,1995-12-09,2001-09-01
233257,Mikhail,Waeselynck,Senior Staff,1985-03-29,9999-01-01
233264,Karsten,Curless,Staff,1993-02-20,1999-12-29
233272,Trygve,Teitelbaum,Senior Engineer,1989-09-25,9999-01-01
233278,Berto,Eiron,Engineer,1988-06-07,1996-06-07
233341,Serge,Lienhardt,Senior Staff,1993-11-13,9999-01-01
233371,Samphel,Schrift,Engineer,1996-08-24,9999-01-01
233385,Georgi,Kulisch,Engineer,1994-05-07,2001-05-07
233399,Jinpo,Plump,Engineer,1990-05-13,1998-05-13
233419,Serif,Hitomi,Staff,1999-02-24,9999-01-01
233421,Djelloul,McAffer,Senior Staff,2002-05-02,9999-01-01
233434,Vivian,Kinley,Engineer,1993-12-08,1998-12-08
233440,Fen,Antonakopoulos,Staff,1996-11-08,9999-01-01
233442,Mohua,Chvatal,Engineer,1994-02-21,2001-02-21
233464,Hsiangchu,Bach,Engineer,1987-07-14,1994-07-14
233473,Ioana,Denna,Senior Staff,1999-11-02,9999-01-01
233479,Zita,Morris,Staff,1992-04-23,1993-08-03
233494,Basem,Chartres,Engineer,1985-05-27,1991-05-27
233524,Dines,Axelband,Technique Leader,1989-07-22,9999-01-01
233539,Sumant,Rossi,Staff,1998-02-07,9999-01-01
233541,Amalendu,Ecklund,Engineer,1987-04-10,1994-03-24
233560,Lene,Hiraishi,Technique Leader,1995-09-03,9999-01-01
233568,Goh,Socorro,Senior Engineer,1998-02-04,9999-01-01
233578,Froduald,Lorys,Assistant Engineer,1999-06-03,9999-01-01
233588,Gill,Genin,Senior Staff,1997-02-12,9999-01-01
233590,Berna,Soloway,Senior Staff,1996-03-18,9999-01-01
233602,Ulf,Aloia,Senior Staff,1991-04-30,9999-01-01
233610,Mabo,Litzler,Senior Staff,1987-08-08,9999-01-01
233613,Nigel,Masand,Staff,1997-04-16,9999-01-01
233647,Salvador,Thummel,Assistant Engineer,1991-08-29,1996-08-28
233669,Arunachalam,Guting,Senior Staff,1997-07-30,9999-01-01
233681,Adam,Fontet,Engineer,1988-06-13,1993-06-13
233685,Lena,Rosin,Engineer,1989-06-12,1998-06-12
233701,Shen,Nollmann,Senior Staff,1994-09-28,9999-01-01
233711,Parke,Simkin,Staff,1997-04-11,2000-12-27
233738,Candida,Mayerwieser,Engineer,1986-06-15,1991-06-15
233762,Marlo,Esteva,Engineer,1998-05-16,9999-01-01
233773,Yuuichi,Farrow,Staff,1994-10-29,9999-01-01
233775,Aral,Tsukune,Assistant Engineer,1999-09-13,9999-01-01
233783,Tse,Orlowska,Assistant Engineer,1986-08-21,1992-08-20
233811,Duro,Swift,Engineer,1991-08-27,1997-08-26
233819,Tristan,Zhang,Engineer,1995-08-25,9999-01-01
233858,Irena,Nivat,Engineer,1986-07-06,1995-07-06
233902,Ibibia,Tokunaga,Engineer,1993-04-16,1998-04-16
233903,Idoia,Rosch,Engineer,1998-04-27,9999-01-01
233943,Seongbae,Theuretzbacher,Engineer,1993-07-23,1999-07-23
233958,Toney,Magliocco,Senior Engineer,1986-07-31,9999-01-01
233980,Theron,Eiron,Senior Engineer,1996-12-12,2001-07-02
233981,Angel,Francisci,Engineer,1985-11-05,1991-11-05
233987,Przemyslawa,Boissier,Engineer,1998-08-26,9999-01-01
233999,Felicidad,Levergood,Engineer,1999-06-06,9999-01-01
234014,Yuqun,Schoegge,Senior Staff,1994-08-03,9999-01-01
234025,Uta,Boyle,Senior Staff,2000-01-18,9999-01-01
234053,Rasiah,Bazelow,Assistant Engineer,1993-10-22,1997-02-05
234058,Valter,Tiemann,Assistant Engineer,1999-07-31,9999-01-01
234066,Pranay,Haddadi,Staff,1999-04-13,9999-01-01
234084,Rance,Viele,Senior Staff,1998-02-22,9999-01-01
234091,Vugranam,Chleq,Assistant Engineer,1994-03-07,2001-03-07
234092,Mabry,Rusmann,Engineer,1985-06-23,1990-06-23
234100,Bezalel,Melichar,Senior Staff,1996-03-02,2000-11-26
234116,Torsten,Akiyama,Staff,1997-05-07,2000-08-08
234124,Takahito,Renear,Staff,1999-08-18,9999-01-01
234127,Vitaly,Mahnke,Engineer,1993-08-09,2000-08-09
234131,Arumugam,Ranka,Senior Engineer,1987-03-05,9999-01-01
234140,Erez,Suermann,Senior Staff,2001-04-28,9999-01-01
234151,Wayne,Ozeki,Senior Staff,1989-01-16,9999-01-01
234153,Remzi,Beerel,Engineer,1987-09-22,1994-09-22
234166,Isamu,Birke,Senior Staff,1995-07-03,9999-01-01
234169,Vitaly,Kaiserswerth,Senior Staff,2000-12-23,9999-01-01
234171,Maria,Tsukuda,Senior Engineer,1990-09-29,9999-01-01
234172,Make,Dulli,Engineer,1991-11-21,1998-11-21
234194,Jungsoon,Pettey,Senior Staff,2001-01-23,9999-01-01
234207,Mingsen,Riexinger,Assistant Engineer,1992-08-01,1995-07-01
234211,Rosalyn,Takkinen,Senior Staff,1996-02-03,9999-01-01
234247,Basem,Melski,Engineer,1998-10-08,2000-05-10
234252,Eirik,Kavraki,Senior Staff,1996-08-29,9999-01-01
234260,Howell,Curless,Technique Leader,1999-03-14,9999-01-01
234261,Cullen,Unno,Senior Staff,1998-08-03,9999-01-01
234291,Gen,Schaaf,Engineer,1989-09-21,1997-09-21
234292,Khue,Speer,Senior Staff,2000-02-01,9999-01-01
234295,Fai,Bruckman,Senior Staff,1999-01-09,9999-01-01
234302,Filipp,Encarnacion,Staff,1988-02-05,1988-10-31
234311,Fusako,Haddadi,Senior Staff,1992-11-20,9999-01-01
234320,Danae,Bednarek,Staff,1998-03-06,9999-01-01
234329,Kshitij,Bach,Staff,1997-04-06,9999-01-01
234397,Tsz,Oskamp,Senior Staff,2000-06-26,9999-01-01
234438,Sreekrishna,Schnelling,Senior Staff,1985-06-19,9999-01-01
234489,Mohua,Zuberek,Senior Staff,1995-11-13,9999-01-01
234515,Chriss,Eastman,Senior Staff,1995-09-23,9999-01-01
234524,Fai,Yemenis,Senior Staff,1995-07-07,9999-01-01
234541,Shirish,Lorin,Staff,1999-10-12,2000-01-04
234552,Saniya,Tokunaga,Senior Staff,1987-07-05,9999-01-01
234560,Oldrich,Georgatos,Staff,1999-06-10,9999-01-01
234562,Howell,Berztiss,Engineer,1988-10-19,1994-10-19
234570,Kasturi,Porenta,Technique Leader,1990-02-01,9999-01-01
234601,Alexius,Lanzelotte,Technique Leader,1985-09-06,9999-01-01
234603,Deniz,Ambroszkiewicz,Engineer,1994-02-21,9999-01-01
234625,Jaques,Rosca,Staff,1998-07-27,2002-04-18
234635,Nechama,Pfau,Engineer,1990-05-20,1996-05-19
234657,Yongmin,Jervis,Senior Staff,2000-10-19,9999-01-01
234663,Ravishankar,Kroon,Engineer,1998-02-09,9999-01-01
234668,Basem,Loncour,Engineer,1987-08-20,1992-08-19
234678,Juichirou,Laventhal,Engineer,1997-09-12,9999-01-01
234692,Haldon,Sidhu,Senior Staff,2001-03-04,9999-01-01
234700,Zine,Rodiger,Senior Staff,1995-08-24,9999-01-01
234726,Arnd,Sevcikova,Senior Staff,2002-04-10,9999-01-01
234728,Kolar,Chepyzhov,Senior Staff,1992-01-24,9999-01-01
234729,Collette,Kropatsch,Technique Leader,1991-01-29,9999-01-01
234734,Samphel,Oehlmann,Senior Staff,2002-05-20,9999-01-01
234735,Sreenivas,Stellhorn,Senior Staff,1996-05-26,9999-01-01
234778,Sarita,Kilgore,Staff,1996-12-14,9999-01-01
234796,Zongyan,Ritcey,Senior Engineer,1989-05-29,9999-01-01
234797,Margo,Schoegge,Engineer,1993-07-04,1998-07-04
234800,Becky,Khasidashvili,Senior Staff,1997-05-05,9999-01-01
234804,Uriel,Sidou,Engineer,1998-07-04,9999-01-01
234808,Dayanand,Honglei,Engineer,1989-07-30,1998-07-30
234816,Filipe,Langford,Engineer,1994-07-13,2002-07-13
234848,Xiaobin,Bael,Senior Engineer,1986-11-06,9999-01-01
234853,Insup,Szemeredi,Senior Engineer,1985-03-12,9999-01-01
234854,Marit,Sevcikova,Staff,1998-07-13,9999-01-01
234862,Shahab,Miculan,Assistant Engineer,1992-04-24,1997-04-24
234874,Conal,Cronin,Engineer,1986-02-16,1991-02-16
234884,Mahmut,Bail,Technique Leader,1999-10-04,9999-01-01
234888,Moss,Bashian,Staff,1996-04-27,9999-01-01
234903,Shugo,Krone,Engineer,1994-06-07,9999-01-01
234929,Tonia,Chepyzhov,Staff,1996-09-28,9999-01-01
234941,Pohua,Ouhyoung,Assistant Engineer,1996-11-29,2001-11-29
234991,Kensyu,Heiserman,Senior Staff,1998-10-19,2001-02-02
234994,Yurij,Baumann,Engineer,1997-08-23,9999-01-01
235005,Sukumar,Molenkamp,Engineer,1992-04-24,1998-04-24
235006,Leon,Matzel,Engineer,1988-05-08,1991-03-07
235021,Jaber,Milicic,Engineer,1989-05-16,1994-05-16
235028,Yucai,Juneja,Senior Engineer,1994-05-30,9999-01-01
235036,Jiang,Daescu,Assistant Engineer,1998-10-30,1999-09-17
235046,Constantino,Farrar,Senior Staff,1993-09-12,9999-01-01
235050,Aleksandar,Vesna,Senior Staff,2001-12-24,9999-01-01
